,L,alpha,beta,final_F,final_buffer,final_n_inputs_attempted,final_n_inputs_needed,init_F,init_buffer,init_n_inputs_attempted,init_n_inputs_needed,max_F,mean_F,min_F,n_agents,n_steps,r,std_F,xi
45,1,0.15,0.4,0.875,1,4,3,0.7,1,2,1,0.9279999999999999,0.7929159449999997,0.262,1000,200000,2000,0.13956266112308469,1
46,1,0.15,0.4,0.809,1,3,2,0.7,1,2,1,0.879,0.8419782400000001,0.7,1000,200000,1,0.018536832698775697,0
47,1,0.15,0.4,0.894,1,4,3,0.7,1,2,1,0.9329999999999999,0.7852151399999998,0.289,1000,200000,2000,0.13514858646978295,1
48,1,0.15,0.4,0.853,1,3,2,0.7,1,2,1,0.8759999999999999,0.8420416799999998,0.7,1000,200000,1,0.01923295590328226,0
49,1,0.15,0.4,0.8859999999999999,1,4,3,0.7,1,2,1,0.9359999999999999,0.8107281450000001,0.24600000000000002,1000,200000,2000,0.16059920314204232,1
50,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.875,0.8457040899999998,0.7,1000,200000,1,0.015248115203916187,0
51,1,0.15,0.4,0.78,1,3,2,0.7,1,2,1,0.9279999999999999,0.7809894149999999,0.22699999999999998,1000,200000,2000,0.16679898975400834,1
52,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.8759999999999999,0.8433019799999999,0.7,1000,200000,1,0.014976149975197231,0
53,1,0.15,0.4,0.233,1,2,1,0.7,1,2,1,0.932,0.8350483350000001,0.231,1000,200000,2000,0.14157294854147728,1
54,1,0.15,0.4,0.836,1,3,2,0.7,1,2,1,0.8809999999999999,0.8442846599999997,0.6990000000000001,1000,200000,1,0.015408765644411628,0
55,1,0.15,0.4,0.907,1,4,3,0.7,1,2,1,0.935,0.7797875049999999,0.29600000000000004,1000,200000,2000,0.1422365344448288,1
56,1,0.15,0.4,0.8420000000000001,1,3,2,0.7,1,2,1,0.88,0.84289095,0.7,1000,200000,1,0.017033837444847832,0
57,1,0.15,0.4,0.439,1,2,1,0.7,1,2,1,0.94,0.8116673649999998,0.23399999999999999,1000,200000,2000,0.1521207503562771,1
58,1,0.15,0.4,0.8540000000000001,1,3,2,0.7,1,2,1,0.873,0.8408257400000001,0.696,1000,200000,1,0.019299729880296247,0
59,1,0.15,0.4,0.77,1,3,2,0.7,1,2,1,0.9309999999999999,0.7840439399999999,0.253,1000,200000,2000,0.15688751839861706,1
60,1,0.15,0.4,0.8590000000000001,1,4,3,0.7,1,2,1,0.8740000000000001,0.841572415,0.698,1000,200000,1,0.018764372253496114,0
61,1,0.15,0.4,0.895,1,4,3,0.7,1,2,1,0.9390000000000001,0.8019513250000002,0.251,1000,200000,2000,0.14826116101577105,1
62,1,0.15,0.4,0.857,1,3,2,0.7,1,2,1,0.8759999999999999,0.8437588750000001,0.7,1000,200000,1,0.01887238124176107,0
63,1,0.15,0.4,0.9079999999999999,1,4,3,0.7,1,2,1,0.932,0.8096249700000002,0.23800000000000002,1000,200000,2000,0.1452259409076047,1
64,1,0.15,0.4,0.852,1,3,2,0.7,1,2,1,0.8809999999999999,0.8426615549999998,0.7,1000,200000,1,0.017477076986211825,0
65,1,0.15,0.4,0.897,1,4,3,0.7,1,2,1,0.927,0.7962966349999999,0.252,1000,200000,2000,0.14795746572132404,1
66,1,0.15,0.4,0.86,1,4,3,0.7,1,2,1,0.878,0.8448023799999999,0.701,1000,200000,1,0.01536525353958079,0
67,1,0.15,0.4,0.897,1,4,3,0.7,1,2,1,0.9359999999999999,0.8106255700000001,0.248,1000,200000,2000,0.14576083243510618,1
68,1,0.15,0.4,0.84,1,3,2,0.7,1,2,1,0.871,0.8415564750000002,0.7,1000,200000,1,0.016575505741134262,0
69,1,0.15,0.4,0.284,1,2,1,0.7,1,2,1,0.925,0.772869715,0.225,1000,200000,2000,0.1599040484191028,1
70,1,0.15,0.4,0.828,1,3,2,0.7,1,2,1,0.8740000000000001,0.83948349,0.7,1000,200000,1,0.01845481447806777,0
71,1,0.15,0.4,0.877,1,4,3,0.7,1,2,1,0.9390000000000001,0.8115281899999998,0.207,1000,200000,2000,0.14941671414311014,1
72,1,0.15,0.4,0.852,1,3,2,0.7,1,2,1,0.882,0.842607905,0.6970000000000001,1000,200000,1,0.020413977723877697,0
73,1,0.15,0.4,0.89,1,4,3,0.7,1,2,1,0.9329999999999999,0.8040626199999998,0.21600000000000005,1000,200000,2000,0.14829045258793838,1
74,1,0.15,0.4,0.82,1,3,2,0.7,1,2,1,0.8809999999999999,0.8394785899999999,0.698,1000,200000,1,0.020716451472486783,0
75,1,0.15,0.4,0.687,1,2,1,0.7,1,2,1,0.934,0.79457191,0.305,1000,200000,2000,0.14074421991311722,1
76,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.878,0.841783205,0.7,1000,200000,1,0.01841746874377624,0
77,1,0.15,0.4,0.883,1,4,3,0.7,1,2,1,0.929,0.823319715,0.218,1000,200000,2000,0.1484003756643452,1
78,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.8759999999999999,0.8377801550000002,0.7,1000,200000,1,0.019818233856122868,0
79,1,0.15,0.4,0.6629999999999999,1,2,1,0.7,1,2,1,0.927,0.787043565,0.258,1000,200000,2000,0.14952923786701644,1
0,1,0.15,0.4,0.846,1,3,2,0.7,1,2,1,0.878,0.8449570150000002,0.698,1000,200000,1,0.01456251651637776,0
1,1,0.15,0.4,0.903,1,4,3,0.7,1,2,1,0.936,0.8263466649999999,0.257,1000,200000,2000,0.13885251088251074,1
2,1,0.15,0.4,0.846,1,3,2,0.7,1,2,1,0.878,0.8449570150000002,0.698,1000,200000,1,0.01456251651637776,0
3,1,0.15,0.4,0.903,1,4,3,0.7,1,2,1,0.936,0.8263466649999999,0.257,1000,200000,2000,0.13885251088251074,1
4,1,0.15,0.4,0.845,1,3,2,0.7,1,2,1,0.875,0.839007665,0.7,1000,200000,1,0.02206379401299275,0
5,1,0.15,0.4,0.8440000000000001,1,3,2,0.7,1,2,1,0.931,0.784230925,0.235,1000,200000,2000,0.15863912140025352,1
6,1,0.15,0.4,0.858,1,4,3,0.7,1,2,1,0.878,0.8402995200000001,0.7,1000,200000,1,0.016948765670974388,0
7,1,0.15,0.4,0.43,1,2,1,0.7,1,2,1,0.929,0.8116652599999999,0.195,1000,200000,2000,0.14114418995882333,1
8,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.873,0.841789285,0.6970000000000001,1000,200000,1,0.01673108227786759,0
9,1,0.15,0.4,0.61,1,2,1,0.7,1,2,1,0.929,0.7694948699999999,0.208,1000,200000,2000,0.1433296218989051,1
10,1,0.15,0.4,0.855,1,3,2,0.7,1,2,1,0.8740000000000001,0.843509325,0.701,1000,200000,1,0.015541750964559144,0
11,1,0.15,0.4,0.359,1,2,1,0.7,1,2,1,0.937,0.8055541650000001,0.233,1000,200000,2000,0.14662385101392195,1
12,1,0.15,0.4,0.8490000000000001,1,3,2,0.7,1,2,1,0.873,0.8445793549999999,0.698,1000,200000,1,0.017688111057543005,0
13,1,0.15,0.4,0.45,1,2,1,0.7,1,2,1,0.932,0.8093036050000002,0.248,1000,200000,2000,0.1429371077747272,1
14,1,0.15,0.4,0.8220000000000001,1,3,2,0.7,1,2,1,0.885,0.84307638,0.7,1000,200000,1,0.018052522707245104,0
15,1,0.15,0.4,0.904,1,4,3,0.7,1,2,1,0.931,0.8013602650000001,0.271,1000,200000,2000,0.13838783918440875,1
16,1,0.15,0.4,0.823,1,3,2,0.7,1,2,1,0.882,0.8415747500000001,0.7,1000,200000,1,0.01890700009090548,0
17,1,0.15,0.4,0.908,1,4,3,0.7,1,2,1,0.939,0.8178652849999999,0.25,1000,200000,2000,0.14298293418051253,1
18,1,0.15,0.4,0.86,1,4,3,0.7,1,2,1,0.877,0.84312441,0.7,1000,200000,1,0.015740778321032926,0
19,1,0.15,0.4,0.742,1,3,2,0.7,1,2,1,0.93,0.8143547200000001,0.233,1000,200000,2000,0.13803390563090506,1
20,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.873,0.8431362049999997,0.6990000000000001,1000,200000,1,0.016269989649596434,0
21,1,0.15,0.4,0.904,1,4,3,0.7,1,2,1,0.935,0.7937268699999999,0.262,1000,200000,2000,0.1455193010566059,1
22,1,0.15,0.4,0.851,1,3,2,0.7,1,2,1,0.879,0.8445052550000001,0.6990000000000001,1000,200000,1,0.015067267913758457,0
23,1,0.15,0.4,0.9,1,4,3,0.7,1,2,1,0.941,0.816493165,0.241,1000,200000,2000,0.14304962940631052,1
24,1,0.15,0.4,0.86,1,4,3,0.7,1,2,1,0.8759999999999999,0.8434972699999999,0.701,1000,200000,1,0.017191476450471033,0
25,1,0.15,0.4,0.546,1,2,1,0.7,1,2,1,0.929,0.7788939149999998,0.279,1000,200000,2000,0.14641634331922368,1
26,1,0.15,0.4,0.8440000000000001,1,3,2,0.7,1,2,1,0.887,0.8437676749999998,0.7,1000,200000,1,0.017379348379452406,0
27,1,0.15,0.4,0.898,1,4,3,0.7,1,2,1,0.932,0.7836075899999999,0.235,1000,200000,2000,0.144929772111847,1
28,1,0.15,0.4,0.845,1,3,2,0.7,1,2,1,0.879,0.841880815,0.7,1000,200000,1,0.021365616535353592,0
29,1,0.15,0.4,0.643,1,2,1,0.7,1,2,1,0.932,0.796609355,0.254,1000,200000,2000,0.14334730929279413,1
30,1,0.15,0.4,0.858,1,4,3,0.7,1,2,1,0.8740000000000001,0.8432779800000001,0.698,1000,200000,1,0.01838233029622741,0
31,1,0.15,0.4,0.917,1,4,3,0.7,1,2,1,0.932,0.795488435,0.252,1000,200000,2000,0.14144011989619767,1
32,1,0.15,0.4,0.851,1,3,2,0.7,1,2,1,0.8759999999999999,0.8445977549999999,0.7,1000,200000,1,0.013662698633870802,0
33,1,0.15,0.4,0.908,1,4,3,0.7,1,2,1,0.933,0.812859345,0.248,1000,200000,2000,0.1566840983992025,1
34,1,0.15,0.4,0.8240000000000001,1,3,2,0.7,1,2,1,0.875,0.8459233199999999,0.6990000000000001,1000,200000,1,0.013779792457711404,0
35,1,0.15,0.4,0.84,1,3,2,0.7,1,2,1,0.931,0.8101393550000001,0.241,1000,200000,2000,0.15473712658952918,1
36,1,0.15,0.4,0.836,1,3,2,0.7,1,2,1,0.875,0.8422725200000001,0.698,1000,200000,1,0.018201805208539062,0
37,1,0.15,0.4,0.866,1,4,3,0.7,1,2,1,0.927,0.8005948049999999,0.23,1000,200000,2000,0.15003196490085696,1
38,1,0.15,0.4,0.8420000000000001,1,3,2,0.7,1,2,1,0.8859999999999999,0.8432674099999999,0.6970000000000001,1000,200000,1,0.01567632807426216,0
39,1,0.15,0.4,0.807,1,3,2,0.7,1,2,1,0.938,0.8003378750000002,0.254,1000,200000,2000,0.145219180432491,1
40,1,0.15,0.4,0.838,1,3,2,0.7,1,2,1,0.877,0.8447985199999999,0.6990000000000001,1000,200000,1,0.01603161925101766,0
41,1,0.15,0.4,0.899,1,4,3,0.7,1,2,1,0.934,0.8112292600000002,0.239,1000,200000,2000,0.1373880930424919,1
42,1,0.15,0.4,0.8079999999999999,1,3,2,0.7,1,2,1,0.882,0.8424216400000001,0.698,1000,200000,1,0.01665334379968179,0
43,1,0.15,0.4,0.833,1,3,2,0.7,1,2,1,0.936,0.783507655,0.237,1000,200000,2000,0.15479521633888102,1
44,1,0.15,0.4,0.8420000000000001,1,3,2,0.7,1,2,1,0.877,0.8438180100000001,0.701,1000,200000,1,0.016522905302636698,0
45,1,0.15,0.4,0.6940000000000001,1,2,1,0.7,1,2,1,0.931,0.7753981800000002,0.28,1000,200000,2000,0.15969416862455435,1
46,1,0.15,0.4,0.855,1,3,2,0.7,1,2,1,0.879,0.846905055,0.7,1000,200000,1,0.014696712232570078,0
47,1,0.15,0.4,0.905,1,4,3,0.7,1,2,1,0.937,0.7965209600000001,0.228,1000,200000,2000,0.15947938644438786,1
48,1,0.15,0.4,0.8540000000000001,1,3,2,0.7,1,2,1,0.892,0.8425500699999999,0.698,1000,200000,1,0.01860553904070237,0
49,1,0.15,0.4,0.894,1,4,3,0.7,1,2,1,0.93,0.79790421,0.256,1000,200000,2000,0.14432687110956124,1
50,1,0.15,0.4,0.848,1,3,2,0.7,1,2,1,0.885,0.8435402850000001,0.701,1000,200000,1,0.016668541841408174,0
51,1,0.15,0.4,0.925,1,5,4,0.7,1,2,1,0.934,0.7991508399999999,0.251,1000,200000,2000,0.15481279093567948,1
52,1,0.15,0.4,0.848,1,3,2,0.7,1,2,1,0.878,0.8451147149999999,0.7,1000,200000,1,0.016353648689780974,0
53,1,0.15,0.4,0.833,1,3,2,0.7,1,2,1,0.935,0.794772885,0.247,1000,200000,2000,0.1616249557889399,1
54,1,0.15,0.4,0.866,1,4,3,0.7,1,2,1,0.8759999999999999,0.8443466549999998,0.7,1000,200000,1,0.017406797100873412,0
55,1,0.15,0.4,0.316,1,2,1,0.7,1,2,1,0.935,0.8271018900000002,0.263,1000,200000,2000,0.1373193538742005,1
56,1,0.15,0.4,0.848,1,3,2,0.7,1,2,1,0.8759999999999999,0.8456450799999998,0.7,1000,200000,1,0.014182345778946446,0
57,1,0.15,0.4,0.56,1,2,1,0.7,1,2,1,0.938,0.7982274949999998,0.239,1000,200000,2000,0.15079437758426198,1
58,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.8809999999999999,0.8447783300000001,0.6990000000000001,1000,200000,1,0.01658757011774479,0
59,1,0.15,0.4,0.743,1,3,2,0.7,1,2,1,0.932,0.7932587699999998,0.259,1000,200000,2000,0.14286728078215494,1
60,1,0.15,0.4,0.852,1,3,2,0.7,1,2,1,0.878,0.844586085,0.7,1000,200000,1,0.016690763894225295,0
61,1,0.15,0.4,0.877,1,4,3,0.7,1,2,1,0.935,0.8005618149999999,0.266,1000,200000,2000,0.1448848016491232,1
62,1,0.15,0.4,0.861,1,4,3,0.7,1,2,1,0.8740000000000001,0.8433991400000002,0.701,1000,200000,1,0.017402770677693826,0
63,1,0.15,0.4,0.875,1,4,3,0.7,1,2,1,0.939,0.7762241649999998,0.228,1000,200000,2000,0.15484139167242322,1
64,1,0.15,0.4,0.816,1,3,2,0.7,1,2,1,0.8859999999999999,0.8453377500000001,0.701,1000,200000,1,0.015467751773851944,0
65,1,0.15,0.4,0.5479999999999999,1,2,1,0.7,1,2,1,0.924,0.7863892099999998,0.211,1000,200000,2000,0.1640569054187476,1
66,1,0.15,0.4,0.843,1,3,2,0.7,1,2,1,0.8809999999999999,0.84234108,0.7,1000,200000,1,0.01831216711461535,0
67,1,0.15,0.4,0.893,1,4,3,0.7,1,2,1,0.939,0.7984091800000002,0.227,1000,200000,2000,0.15234284220706792,1
68,1,0.15,0.4,0.843,1,3,2,0.7,1,2,1,0.885,0.8441553249999997,0.7,1000,200000,1,0.01451342926893486,0
69,1,0.15,0.4,0.91,1,4,3,0.7,1,2,1,0.94,0.8395049950000001,0.229,1000,200000,2000,0.13139738207076265,1
70,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.88,0.8434410149999999,0.698,1000,200000,1,0.017445159522623318,0
71,1,0.15,0.4,0.797,1,3,2,0.7,1,2,1,0.936,0.78422215,0.266,1000,200000,2000,0.14075692885033228,1
72,1,0.15,0.4,0.843,1,3,2,0.7,1,2,1,0.878,0.8437064599999998,0.6940000000000001,1000,200000,1,0.01756009465431209,0
73,1,0.15,0.4,0.418,1,2,1,0.7,1,2,1,0.933,0.7535918250000001,0.252,1000,200000,2000,0.1564526639216136,1
74,1,0.15,0.4,0.843,1,3,2,0.7,1,2,1,0.8740000000000001,0.8426644499999998,0.6990000000000001,1000,200000,1,0.016059653053459782,0
75,1,0.15,0.4,0.649,1,2,1,0.7,1,2,1,0.934,0.793464315,0.239,1000,200000,2000,0.14649095213213947,1
76,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.875,0.8422126649999998,0.7,1000,200000,1,0.01766010301775658,0
77,1,0.15,0.4,0.913,1,4,3,0.7,1,2,1,0.937,0.7870406800000002,0.278,1000,200000,2000,0.15833954479263102,1
78,1,0.15,0.4,0.8420000000000001,1,3,2,0.7,1,2,1,0.8740000000000001,0.8452052300000003,0.6990000000000001,1000,200000,1,0.018216431611243183,0
79,1,0.15,0.4,0.911,1,4,3,0.7,1,2,1,0.928,0.79437042,0.263,1000,200000,2000,0.13971411997011468,1
80,1,0.15,0.4,0.841,1,3,2,0.7,1,2,1,0.878,0.8445190149999999,0.698,1000,200000,1,0.016751842239878422,0
81,1,0.15,0.4,0.915,1,4,3,0.7,1,2,1,0.934,0.8049549650000001,0.215,1000,200000,2000,0.16229278313236478,1
82,1,0.15,0.4,0.861,1,4,3,0.7,1,2,1,0.877,0.8451454800000001,0.6990000000000001,1000,200000,1,0.014272861155689848,0
83,1,0.15,0.4,0.914,1,4,3,0.7,1,2,1,0.934,0.7903208100000001,0.251,1000,200000,2000,0.16260797849719394,1
84,1,0.15,0.4,0.847,1,3,2,0.7,1,2,1,0.8740000000000001,0.842414315,0.6990000000000001,1000,200000,1,0.016663961056146738,0
85,1,0.15,0.4,0.578,1,2,1,0.7,1,2,1,0.929,0.804167755,0.28,1000,200000,2000,0.14849887360939806,1
86,1,0.15,0.4,0.847,1,3,2,0.7,1,2,1,0.875,0.8430168450000002,0.6990000000000001,1000,200000,1,0.018046814711909002,0
87,1,0.15,0.4,0.89,1,4,3,0.7,1,2,1,0.935,0.8110973749999999,0.235,1000,200000,2000,0.13300905620712214,1
88,1,0.15,0.4,0.8320000000000001,1,3,2,0.7,1,2,1,0.875,0.8469140850000001,0.701,1000,200000,1,0.015059128248765763,0
89,1,0.15,0.4,0.879,1,4,3,0.7,1,2,1,0.932,0.7876671149999999,0.243,1000,200000,2000,0.15661481054669374,1
90,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.8809999999999999,0.84368134,0.698,1000,200000,1,0.01999001065043237,0
91,1,0.15,0.4,0.846,1,3,2,0.7,1,2,1,0.931,0.7921376600000001,0.226,1000,200000,2000,0.14586193221579233,1
92,1,0.15,0.4,0.841,1,3,2,0.7,1,2,1,0.875,0.842592365,0.7,1000,200000,1,0.017026299325066937,0
93,1,0.15,0.4,0.863,1,4,3,0.7,1,2,1,0.93,0.787633685,0.235,1000,200000,2000,0.15483325297984532,1
94,1,0.15,0.4,0.853,1,3,2,0.7,1,2,1,0.873,0.8463628000000001,0.7,1000,200000,1,0.014950316590627776,0
95,1,0.15,0.4,0.905,1,4,3,0.7,1,2,1,0.936,0.8076911,0.268,1000,200000,2000,0.13110598304726598,1
96,1,0.15,0.4,0.812,1,3,2,0.7,1,2,1,0.875,0.8437135549999999,0.698,1000,200000,1,0.016283015515007503,0
97,1,0.15,0.4,0.421,1,2,1,0.7,1,2,1,0.928,0.7956838900000001,0.259,1000,200000,2000,0.1556000761711507,1
98,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.879,0.8395444400000001,0.701,1000,200000,1,0.02307343721872404,0
99,1,0.15,0.4,0.89,1,4,3,0.7,1,2,1,0.931,0.7756124150000002,0.236,1000,200000,2000,0.1552993362602293,1
